Order_ID,Timestamp,Locker_ID,Pickup_Delay_hr
ORD001402,2025-09-16 18:20,PL112,67.6
ORD001403,2025-09-20 10:24,PL010,38.7
ORD001404,2025-09-18 19:29,PL176,33.7
ORD001405,2025-09-18 08:04,PL169,65.4
ORD001406,2025-09-21 22:46,PL108,68.3
ORD001407,2025-09-19 16:06,PL175,55
ORD001408,2025-09-18 18:50,PL009,46.4
ORD001409,2025-09-20 09:13,PL130,35.1
ORD001410,2025-09-21 13:30,PL059,36.6
ORD001411,2025-09-20 15:54,PL142,22.7
ORD001412,2025-09-18 11:36,PL172,23
ORD001413,2025-09-17 13:20,PL029,56.9
ORD001414,2025-09-20 15:12,PL012,19
ORD001415,2025-09-17 13:38,PL150,63.2
ORD001416,2025-09-20 10:38,PL156,42.6
ORD001417,2025-09-16 10:38,PL043,60.4
ORD001418,2025-09-16 09:19,PL025,21.5
ORD001419,2025-09-17 18:40,PL120,38.1
ORD001420,2025-09-19 13:49,PL127,15.7
ORD001421,2025-09-21 21:48,PL009,11.4
ORD001422,2025-09-17 08:02,PL097,46.1
ORD001423,2025-09-19 21:59,PL127,39.3
ORD001424,2025-09-21 14:12,PL155,25.4
ORD001425,2025-09-19 19:32,PL179,50
ORD001426,2025-09-17 19:24,PL014,8.5
ORD001427,2025-09-18 10:50,PL020,70.2
ORD001428,2025-09-18 10:08,PL023,25.3
ORD001429,2025-09-18 17:34,PL150,67.8
ORD001430,2025-09-20 09:16,PL068,22.5
ORD001431,2025-09-19 07:10,PL077,58
ORD001432,2025-09-17 17:19,PL133,62.8
ORD001433,2025-09-19 07:42,PL100,30.4
ORD001434,2025-09-15 21:34,PL020,58
ORD001435,2025-09-15 12:41,PL109,21.4
ORD001436,2025-09-17 17:54,PL158,38.4
ORD001437,2025-09-16 08:36,PL137,27.9
ORD001438,2025-09-18 19:44,PL137,60.5
ORD001439,2025-09-18 07:30,PL045,71.4
ORD001440,2025-09-15 20:41,PL077,40.8
ORD001441,2025-09-20 20:07,PL110,61.3
ORD001442,2025-09-19 19:38,PL105,54.6
ORD001443,2025-09-20 13:13,PL162,55.7
ORD001444,2025-09-16 14:14,PL159,14.8
ORD001445,2025-09-18 07:18,PL029,27.9
ORD001446,2025-09-19 20:15,PL027,31.8
ORD001447,2025-09-18 16:26,PL137,52.8
ORD001448,2025-09-17 13:44,PL028,67.6
ORD001449,2025-09-15 11:37,PL143,54.8
ORD001450,2025-09-21 16:17,PL076,29.6
ORD001451,2025-09-20 20:41,PL172,30.6
ORD001452,2025-09-21 14:25,PL015,46.2
ORD001453,2025-09-19 15:50,PL144,57.8
ORD001454,2025-09-19 19:24,PL087,29.1
ORD001455,2025-09-17 20:22,PL140,18.4
ORD001456,2025-09-15 10:03,PL172,3.6
ORD001457,2025-09-16 17:26,PL040,9.3
ORD001458,2025-09-17 20:47,PL127,15.9
ORD001459,2025-09-21 10:52,PL079,23.3
ORD001460,2025-09-21 10:00,PL103,62.5
ORD001461,2025-09-20 16:22,PL004,65.9
ORD001462,2025-09-20 07:16,PL053,17.1
ORD001463,2025-09-17 21:24,PL049,35
ORD001464,2025-09-20 13:40,PL167,66.7
ORD001465,2025-09-17 19:09,PL165,34.4
ORD001466,2025-09-21 12:11,PL077,49.5
ORD001467,2025-09-20 09:05,PL044,63.5
ORD001468,2025-09-20 15:00,PL127,57.3
ORD001469,2025-09-16 09:33,PL078,36.1
ORD001470,2025-09-15 11:57,PL095,2
ORD001471,2025-09-16 17:38,PL087,20.6
ORD001472,2025-09-17 15:57,PL070,63.9
ORD001473,2025-09-20 15:42,PL162,32.4
ORD001474,2025-09-16 09:22,PL094,30
ORD001475,2025-09-15 18:20,PL135,52
ORD001476,2025-09-15 22:26,PL142,20.3
ORD001477,2025-09-19 08:30,PL060,21.4
ORD001478,2025-09-15 13:30,PL058,27.5
ORD001479,2025-09-21 16:40,PL165,52.8
ORD001480,2025-09-18 08:35,PL136,20.4
ORD001481,2025-09-19 06:57,PL159,23.6
ORD001482,2025-09-19 18:05,PL118,16.5
ORD001483,2025-09-19 21:08,PL064,1.3
ORD001484,2025-09-18 10:30,PL114,57.9
ORD001485,2025-09-18 14:40,PL131,68.2
ORD001486,2025-09-17 11:07,PL025,57.1
ORD001487,2025-09-15 06:11,PL160,13.9
ORD001488,2025-09-19 09:40,PL140,36
ORD001489,2025-09-18 14:07,PL019,59
ORD001490,2025-09-17 11:59,PL013,51.7
ORD001491,2025-09-18 21:39,PL144,46.8
ORD001492,2025-09-15 06:35,PL005,10.3
ORD001493,2025-09-17 10:04,PL101,66.8
ORD001494,2025-09-16 14:37,PL179,21.8
ORD001495,2025-09-18 13:38,PL008,34.2
ORD001496,2025-09-16 07:42,PL012,49.6
ORD001497,2025-09-18 08:07,PL066,60
ORD001498,2025-09-21 20:28,PL097,16.4
ORD001499,2025-09-19 08:32,PL083,56
ORD001500,2025-09-19 18:08,PL143,4.9
ORD001501,2025-09-16 09:17,PL023,31.3
ORD001502,2025-09-18 13:47,PL063,42.6
ORD001503,2025-09-18 18:41,PL065,40.4
ORD001504,2025-09-21 09:47,PL077,10.6
ORD001505,2025-09-19 21:23,PL094,23.9
ORD001506,2025-09-17 11:08,PL061,30.9
ORD001507,2025-09-19 20:55,PL002,70.4
ORD001508,2025-09-16 14:51,PL163,28.9
ORD001509,2025-09-16 18:44,PL065,33
ORD001510,2025-09-21 11:44,PL128,58.5
ORD001511,2025-09-16 18:29,PL105,55.9
ORD001512,2025-09-18 11:01,PL063,68.3
ORD001513,2025-09-17 21:30,PL115,21.5
ORD001514,2025-09-15 18:11,PL131,48.9
ORD001515,2025-09-17 21:54,PL033,26.1
ORD001516,2025-09-20 13:17,PL165,8.2
ORD001517,2025-09-19 08:20,PL140,42.7
ORD001518,2025-09-21 21:01,PL006,5.5
ORD001519,2025-09-16 11:11,PL116,36.6
ORD001520,2025-09-21 18:37,PL109,18.1
ORD001521,2025-09-19 14:55,PL055,12.9
ORD001522,2025-09-15 20:36,PL026,27.9
ORD001523,2025-09-19 09:06,PL034,7.1
ORD001524,2025-09-17 13:49,PL049,53.2
ORD001525,2025-09-15 07:05,PL111,40.8
ORD001526,2025-09-17 09:40,PL062,8.1
ORD001527,2025-09-16 08:00,PL163,1
ORD001528,2025-09-16 10:33,PL017,38.7
ORD001529,2025-09-16 06:36,PL164,24.8
ORD001530,2025-09-19 18:55,PL065,57.2
ORD001531,2025-09-17 20:08,PL146,69.5
ORD001532,2025-09-16 22:26,PL117,69
ORD001533,2025-09-15 14:48,PL108,28.3
ORD001534,2025-09-20 19:47,PL071,8.4
ORD001535,2025-09-20 15:31,PL057,71.3
ORD001536,2025-09-20 16:00,PL035,1.2
ORD001537,2025-09-18 14:36,PL075,8.6
ORD001538,2025-09-17 20:13,PL137,29.3
ORD001539,2025-09-21 10:06,PL123,41.6
ORD001540,2025-09-19 19:07,PL003,51.5
ORD001541,2025-09-19 08:19,PL087,25.8
ORD001542,2025-09-17 13:23,PL119,18.7
ORD001543,2025-09-15 20:06,PL032,47.7
ORD001544,2025-09-19 13:00,PL034,24.4
ORD001545,2025-09-21 19:56,PL058,51.9
ORD001546,2025-09-19 17:01,PL074,40.3
ORD001547,2025-09-21 07:10,PL126,40.8
ORD001548,2025-09-21 09:50,PL172,19.3
ORD001549,2025-09-15 14:48,PL172,20.6
ORD001550,2025-09-18 18:28,PL042,65.7
ORD001551,2025-09-21 07:51,PL116,48.6
ORD001552,2025-09-16 14:17,PL111,46.3
ORD001553,2025-09-19 09:22,PL076,42.2
ORD001554,2025-09-19 21:56,PL121,36.4
ORD001555,2025-09-18 17:42,PL023,4.7
ORD001556,2025-09-18 16:37,PL108,5.4
ORD001557,2025-09-19 21:57,PL155,25.7
ORD001558,2025-09-21 17:38,PL021,20.7
ORD001559,2025-09-21 11:48,PL026,51
ORD001560,2025-09-20 06:18,PL012,6.2
ORD001561,2025-09-16 13:27,PL147,28.6
ORD001562,2025-09-16 22:26,PL049,64.5
ORD001563,2025-09-21 06:42,PL174,4.6
ORD001564,2025-09-21 22:15,PL091,4.4
ORD001565,2025-09-18 08:49,PL040,67.3
ORD001566,2025-09-19 16:08,PL006,30.1
ORD001567,2025-09-18 16:37,PL111,39
ORD001568,2025-09-20 06:07,PL033,55.7
ORD001569,2025-09-20 19:30,PL167,69
ORD001570,2025-09-17 09:50,PL109,20.4
ORD001571,2025-09-18 15:41,PL158,30.2
ORD001572,2025-09-17 17:43,PL005,20.5
ORD001573,2025-09-20 13:27,PL049,26.5
ORD001574,2025-09-15 14:48,PL157,46.9
ORD001575,2025-09-17 13:10,PL051,27.9
ORD001576,2025-09-19 07:40,PL006,1.3
ORD001577,2025-09-15 20:25,PL147,9.7
ORD001578,2025-09-17 21:20,PL057,48.7
ORD001579,2025-09-18 18:08,PL170,10.7
ORD001580,2025-09-17 15:40,PL047,69.1
ORD001581,2025-09-16 10:17,PL090,72
ORD001582,2025-09-15 11:29,PL076,20.2
ORD001583,2025-09-16 17:54,PL130,43
ORD001584,2025-09-19 21:12,PL086,14
ORD001585,2025-09-18 22:11,PL098,62.6
ORD001586,2025-09-21 06:07,PL155,27.5
ORD001587,2025-09-21 18:55,PL098,14.6
ORD001588,2025-09-16 09:23,PL068,63.8
ORD001589,2025-09-20 12:41,PL168,45.9
ORD001590,2025-09-16 20:07,PL058,59.9
ORD001591,2025-09-19 08:54,PL165,25.9
ORD001592,2025-09-21 20:33,PL144,59.9
ORD001593,2025-09-15 19:59,PL002,43.3
ORD001594,2025-09-16 15:33,PL037,46.3
ORD001595,2025-09-15 16:50,PL147,26.8
ORD001596,2025-09-17 08:02,PL042,39.7
ORD001597,2025-09-18 15:04,PL156,52.7
ORD001598,2025-09-19 13:16,PL133,19.6
ORD001599,2025-09-15 12:53,PL013,54.2
ORD001600,2025-09-16 21:43,PL144,28.8
ORD001601,2025-09-19 10:56,PL128,25.1
ORD001602,2025-09-21 14:45,PL164,5.3
ORD001603,2025-09-16 09:20,PL164,22.3
ORD001604,2025-09-19 07:10,PL049,7.8
ORD001605,2025-09-15 10:30,PL129,56.2
ORD001606,2025-09-19 11:51,PL092,26.8
ORD001607,2025-09-17 16:34,PL082,51.6
ORD001608,2025-09-21 11:47,PL068,5.2
ORD001609,2025-09-15 09:50,PL170,55
ORD001610,2025-09-15 08:26,PL096,7.5
ORD001611,2025-09-19 08:14,PL074,38.2
ORD001612,2025-09-15 15:37,PL034,26.9
ORD001613,2025-09-17 10:46,PL085,13
ORD001614,2025-09-17 12:18,PL020,36.7
ORD001615,2025-09-15 14:48,PL020,19.2
ORD001616,2025-09-17 08:29,PL048,54.3
ORD001617,2025-09-20 06:37,PL109,67.3
ORD001618,2025-09-20 11:14,PL078,69.9
ORD001619,2025-09-19 10:05,PL079,57.1
ORD001620,2025-09-15 20:36,PL133,60
ORD001621,2025-09-20 12:39,PL066,29.5
ORD001622,2025-09-19 19:22,PL110,60.6
ORD001623,2025-09-20 15:32,PL135,53.8
ORD001624,2025-09-18 11:50,PL080,9.4
ORD001625,2025-09-18 18:08,PL100,55.4
ORD001626,2025-09-16 07:01,PL123,25.9
ORD001627,2025-09-20 19:23,PL023,37.3
ORD001628,2025-09-18 14:43,PL114,35.9
ORD001629,2025-09-20 11:12,PL105,15
ORD001630,2025-09-18 06:08,PL013,21.6
ORD001631,2025-09-15 17:52,PL097,34.3
ORD001632,2025-09-15 09:23,PL018,36.3
ORD001633,2025-09-20 18:07,PL089,65.5
ORD001634,2025-09-20 15:39,PL140,59.7
ORD001635,2025-09-16 21:31,PL017,18
ORD001636,2025-09-18 18:53,PL012,62.7
ORD001637,2025-09-15 22:14,PL039,3.9
ORD001638,2025-09-16 17:54,PL108,65
ORD001639,2025-09-15 08:05,PL167,69.3
ORD001640,2025-09-19 21:50,PL142,25
ORD001641,2025-09-21 18:26,PL017,64.4
ORD001642,2025-09-21 08:04,PL045,23.3
ORD001643,2025-09-21 14:19,PL093,31.4
ORD001644,2025-09-17 15:12,PL113,16
ORD001645,2025-09-21 10:12,PL064,58.9
ORD001646,2025-09-21 17:37,PL133,56.4
ORD001647,2025-09-20 11:30,PL068,7.3
ORD001648,2025-09-20 09:14,PL135,14.5
ORD001649,2025-09-16 09:55,PL159,49.5
ORD001650,2025-09-16 20:11,PL008,51.2
ORD001651,2025-09-18 21:47,PL143,57.6
ORD001652,2025-09-21 09:05,PL171,56.5
ORD001653,2025-09-19 14:33,PL022,55.2
ORD001654,2025-09-20 15:01,PL180,38.1
ORD001655,2025-09-18 16:38,PL075,33.2
ORD001656,2025-09-20 07:55,PL146,35.5
ORD001657,2025-09-16 07:06,PL172,48.4
ORD001658,2025-09-18 17:10,PL088,65.6
ORD001659,2025-09-18 10:27,PL055,54.8
ORD001660,2025-09-19 22:50,PL003,52
ORD001661,2025-09-20 07:28,PL108,7.6
ORD001662,2025-09-20 18:21,PL041,47.3
ORD001663,2025-09-21 19:51,PL103,66.9
ORD001664,2025-09-15 09:18,PL155,13.9
ORD001665,2025-09-18 06:20,PL074,68.8
ORD001666,2025-09-15 22:36,PL027,55.4
ORD001667,2025-09-18 07:11,PL116,64.8
ORD001668,2025-09-20 08:12,PL069,46.9
ORD001669,2025-09-21 12:58,PL125,25.4
ORD001670,2025-09-18 12:16,PL031,11.2
ORD001671,2025-09-18 21:41,PL148,43.4
ORD001672,2025-09-19 21:54,PL020,33.9
ORD001673,2025-09-21 11:57,PL064,48.4
ORD001674,2025-09-16 07:18,PL002,71.9
ORD001675,2025-09-15 15:17,PL026,14.6
ORD001676,2025-09-15 21:08,PL128,36.9
ORD001677,2025-09-17 17:39,PL144,35.6
ORD001678,2025-09-21 19:07,PL058,50
ORD001679,2025-09-17 11:29,PL084,3.3
ORD001680,2025-09-15 06:59,PL009,49.2
ORD001681,2025-09-17 07:54,PL120,19.2
ORD001682,2025-09-17 21:18,PL178,1.1
ORD001683,2025-09-18 10:13,PL096,19.2
ORD001684,2025-09-20 21:47,PL071,18.1
ORD001685,2025-09-20 10:25,PL089,35.7
ORD001686,2025-09-17 07:18,PL042,9.9
ORD001687,2025-09-17 09:59,PL140,22.7
ORD001688,2025-09-18 07:12,PL091,3.8
ORD001689,2025-09-18 19:47,PL105,52.2
ORD001690,2025-09-19 06:19,PL152,51.1
ORD001691,2025-09-17 10:43,PL046,53
ORD001692,2025-09-20 22:51,PL002,44.8
ORD001693,2025-09-15 21:44,PL033,13.5
ORD001694,2025-09-18 15:22,PL014,13.1
ORD001695,2025-09-18 20:02,PL173,52.5
ORD001696,2025-09-18 14:03,PL145,59.3
ORD001697,2025-09-16 08:12,PL153,31.6
ORD001698,2025-09-16 07:57,PL102,22.6
ORD001699,2025-09-17 20:57,PL040,56.2
ORD001700,2025-09-15 14:55,PL028,68.4
ORD001701,2025-09-19 14:25,PL140,51.2
ORD001702,2025-09-21 20:04,PL119,36.5
ORD001703,2025-09-20 09:18,PL046,66.5
ORD001704,2025-09-20 14:54,PL123,19.2
ORD001705,2025-09-15 18:45,PL091,26.3
ORD001706,2025-09-18 13:14,PL070,43.9
ORD001707,2025-09-16 20:43,PL110,56.9
ORD001708,2025-09-18 12:37,PL130,12.9
ORD001709,2025-09-20 19:31,PL023,44.7
ORD001710,2025-09-18 11:06,PL160,55.1
ORD001711,2025-09-15 08:15,PL041,54.6
ORD001712,2025-09-20 07:55,PL141,29
ORD001713,2025-09-21 08:40,PL075,28.1
ORD001714,2025-09-20 14:17,PL065,22.6
ORD001715,2025-09-20 21:43,PL083,71.1
ORD001716,2025-09-18 15:14,PL062,27.5
ORD001717,2025-09-17 19:01,PL136,17.7
ORD001718,2025-09-16 08:16,PL109,62.4
ORD001719,2025-09-15 17:46,PL171,10.9
ORD001720,2025-09-20 14:15,PL095,39.8
ORD001721,2025-09-21 12:38,PL071,11.4
ORD001722,2025-09-19 07:00,PL015,46.8
ORD001723,2025-09-20 08:06,PL064,6.5
ORD001724,2025-09-20 19:42,PL137,70.7
ORD001725,2025-09-17 12:33,PL053,62.8
ORD001726,2025-09-20 13:08,PL031,15.5
ORD001727,2025-09-17 09:24,PL095,22.3
ORD001728,2025-09-17 21:11,PL079,52
ORD001729,2025-09-21 17:10,PL118,31.2
ORD001730,2025-09-18 06:59,PL085,71.2
ORD001731,2025-09-15 07:26,PL108,14.6
ORD001732,2025-09-19 20:22,PL014,69.8
ORD001733,2025-09-20 06:00,PL169,22.6
ORD001734,2025-09-15 07:18,PL122,67.1
ORD001735,2025-09-19 12:39,PL043,12
ORD001736,2025-09-15 07:13,PL072,47.7
ORD001737,2025-09-18 22:30,PL058,34.8
ORD001738,2025-09-20 10:57,PL044,44.4
ORD001739,2025-09-19 06:49,PL171,56.9
ORD001740,2025-09-21 07:19,PL130,40.9
ORD001741,2025-09-21 14:28,PL091,67.4
ORD001742,2025-09-16 17:32,PL067,33.2
ORD001743,2025-09-20 12:57,PL024,38.4
ORD001744,2025-09-21 07:48,PL015,11.8
ORD001745,2025-09-19 15:29,PL105,17.5
ORD001746,2025-09-20 18:52,PL137,27.5
ORD001747,2025-09-15 21:35,PL052,28.2
ORD001748,2025-09-17 12:53,PL034,11.8
ORD001749,2025-09-18 07:36,PL070,31
ORD001750,2025-09-19 09:09,PL025,25.9
ORD001751,2025-09-17 10:56,PL155,38.4
ORD001752,2025-09-18 19:29,PL151,15.7
ORD001753,2025-09-20 14:13,PL148,26.8
ORD001754,2025-09-21 17:12,PL137,58.2
ORD001755,2025-09-21 22:41,PL011,57.9
ORD001756,2025-09-18 14:21,PL063,21.6
ORD001757,2025-09-21 09:48,PL093,39
ORD001758,2025-09-16 16:32,PL055,4.3
ORD001759,2025-09-19 06:31,PL067,62.8
ORD001760,2025-09-21 15:59,PL032,15.4
ORD001761,2025-09-20 16:28,PL009,1.5
ORD001762,2025-09-18 13:59,PL105,6.3
ORD001763,2025-09-20 13:01,PL139,14.7
ORD001764,2025-09-17 19:59,PL162,64.8
ORD001765,2025-09-21 18:36,PL156,6.8
ORD001766,2025-09-18 19:09,PL151,31.7
ORD001767,2025-09-17 19:20,PL072,19
ORD001768,2025-09-21 18:13,PL131,17.6
ORD001769,2025-09-15 16:57,PL081,40.9
ORD001770,2025-09-17 06:21,PL143,38.7
ORD001771,2025-09-17 20:23,PL048,10.8
ORD001772,2025-09-16 06:55,PL059,3.6
ORD001773,2025-09-18 08:49,PL045,57
ORD001774,2025-09-21 06:28,PL012,6
ORD001775,2025-09-21 10:33,PL175,7.6
ORD001776,2025-09-20 17:59,PL038,10.4
ORD001777,2025-09-16 10:49,PL017,17.3
ORD001778,2025-09-15 10:02,PL091,31.9
ORD001779,2025-09-15 19:54,PL048,14.4
ORD001780,2025-09-15 06:10,PL131,62.7
ORD001781,2025-09-20 22:55,PL032,58.9
ORD001782,2025-09-16 06:43,PL167,26.7
ORD001783,2025-09-15 08:40,PL063,47.2
ORD001784,2025-09-17 15:56,PL002,39.6
ORD001785,2025-09-18 19:03,PL007,26.8
ORD001786,2025-09-20 15:29,PL078,4
ORD001787,2025-09-20 22:11,PL127,31.3
ORD001788,2025-09-17 19:35,PL025,22.7
ORD001789,2025-09-15 10:45,PL109,15.3
ORD001790,2025-09-19 14:22,PL063,65.6
ORD001791,2025-09-15 12:36,PL059,15.7
ORD001792,2025-09-17 20:39,PL072,52.4
ORD001793,2025-09-17 17:02,PL146,33.1
ORD001794,2025-09-17 11:41,PL135,35.4
ORD001795,2025-09-19 19:23,PL020,25.7
ORD001796,2025-09-20 10:02,PL010,12.2
ORD001797,2025-09-18 19:48,PL083,48.2
ORD001798,2025-09-20 17:48,PL160,28.9
ORD001799,2025-09-21 17:10,PL116,70.2
ORD001800,2025-09-17 09:28,PL047,17.4
ORD001801,2025-09-17 12:48,PL031,11.4
ORD001802,2025-09-17 21:52,PL082,4.1
ORD001803,2025-09-17 06:12,PL028,58.6
ORD001804,2025-09-20 14:10,PL175,3.8
ORD001805,2025-09-15 17:11,PL061,60.3
ORD001806,2025-09-20 12:43,PL175,26.3
ORD001807,2025-09-17 14:39,PL042,67.7
ORD001808,2025-09-18 12:35,PL093,26.7
ORD001809,2025-09-15 10:26,PL085,64.7
ORD001810,2025-09-15 22:56,PL102,41.8
ORD001811,2025-09-20 18:22,PL166,12.5
ORD001812,2025-09-19 07:43,PL135,16
ORD001813,2025-09-17 17:53,PL068,6.6
ORD001814,2025-09-20 09:31,PL053,32.6
ORD001815,2025-09-20 22:52,PL033,52.1
ORD001816,2025-09-16 17:22,PL026,51.3
ORD001817,2025-09-15 08:23,PL067,50.3
ORD001818,2025-09-19 10:48,PL029,54.8
ORD001819,2025-09-19 15:43,PL096,62.2
ORD001820,2025-09-16 18:46,PL162,67.3
ORD001821,2025-09-17 20:15,PL153,39.4
ORD001822,2025-09-16 20:37,PL132,42.2
ORD001823,2025-09-20 21:52,PL059,38.5
ORD001824,2025-09-15 14:05,PL125,50.6
ORD001825,2025-09-21 11:28,PL053,51.4
ORD001826,2025-09-21 21:24,PL066,65.1
ORD001827,2025-09-19 13:33,PL044,14
ORD001828,2025-09-19 09:47,PL118,52.7
ORD001829,2025-09-15 13:20,PL112,21.7
ORD001830,2025-09-16 12:09,PL172,68.5
ORD001831,2025-09-19 17:46,PL138,4.1
ORD001832,2025-09-19 08:18,PL156,67.6
ORD001833,2025-09-15 21:16,PL115,45.5
ORD001834,2025-09-16 16:04,PL024,13.3
ORD001835,2025-09-19 07:20,PL064,39
ORD001836,2025-09-17 11:31,PL139,36.4
ORD001837,2025-09-16 06:56,PL071,37.7
ORD001838,2025-09-16 14:07,PL035,55.2
ORD001839,2025-09-21 21:46,PL022,38.1
ORD001840,2025-09-15 10:21,PL061,36.7
ORD001841,2025-09-18 09:09,PL153,60.4
ORD001842,2025-09-21 11:30,PL007,63.3
ORD001843,2025-09-21 18:38,PL147,27
ORD001844,2025-09-20 12:49,PL051,4.2
ORD001845,2025-09-16 20:26,PL023,50.4
ORD001846,2025-09-18 20:42,PL065,60.8
ORD001847,2025-09-16 07:02,PL052,43.2
ORD001848,2025-09-20 11:10,PL018,24.5
ORD001849,2025-09-21 22:37,PL098,8.2
ORD001850,2025-09-17 17:24,PL160,54
ORD001851,2025-09-18 11:04,PL129,55.2
ORD001852,2025-09-16 09:29,PL163,1.7
ORD001853,2025-09-20 22:26,PL091,5.2
ORD001854,2025-09-18 07:13,PL004,25.2
ORD001855,2025-09-15 12:23,PL157,69.7
ORD001856,2025-09-18 16:15,PL029,49.5
ORD001857,2025-09-15 22:28,PL004,19.5
ORD001858,2025-09-15 09:34,PL006,14
ORD001859,2025-09-16 15:53,PL034,56.1
ORD001860,2025-09-18 08:54,PL024,33.5
ORD001861,2025-09-20 15:28,PL158,13.5
ORD001862,2025-09-21 15:35,PL112,5.4
ORD001863,2025-09-15 19:57,PL036,2.3
ORD001864,2025-09-15 08:09,PL113,26.3
ORD001865,2025-09-15 15:54,PL142,34.7
ORD001866,2025-09-15 14:40,PL013,59.7
ORD001867,2025-09-21 08:50,PL069,30
ORD001868,2025-09-18 16:36,PL043,41.2
ORD001869,2025-09-20 10:03,PL041,13.1
ORD001870,2025-09-21 11:14,PL155,42
ORD001871,2025-09-15 15:09,PL149,3.3
ORD001872,2025-09-17 20:24,PL172,61.1
ORD001873,2025-09-17 13:32,PL132,68.2
ORD001874,2025-09-21 11:31,PL124,51
ORD001875,2025-09-20 14:06,PL002,38.3
ORD001876,2025-09-20 20:20,PL118,21.1
ORD001877,2025-09-19 15:49,PL148,35.4
ORD001878,2025-09-16 10:55,PL176,33.3
ORD001879,2025-09-17 22:33,PL049,21.2
ORD001880,2025-09-21 22:01,PL146,2.3
ORD001881,2025-09-17 12:00,PL024,10.4
ORD001882,2025-09-18 13:02,PL098,33.9
ORD001883,2025-09-16 17:52,PL099,54.9
ORD001884,2025-09-17 15:34,PL155,67.9
ORD001885,2025-09-21 10:12,PL041,66.5
ORD001886,2025-09-16 17:35,PL110,46
ORD001887,2025-09-18 15:07,PL046,42.7
ORD001888,2025-09-19 21:38,PL002,36.6
ORD001889,2025-09-19 16:09,PL029,33.2
ORD001890,2025-09-19 07:46,PL116,15.9
ORD001891,2025-09-19 11:06,PL097,53.1
ORD001892,2025-09-16 10:37,PL023,39.4
ORD001893,2025-09-17 13:22,PL140,68.8
ORD001894,2025-09-21 16:36,PL173,50.3
ORD001895,2025-09-18 22:09,PL026,43.7
ORD001896,2025-09-18 13:15,PL156,37.6
ORD001897,2025-09-21 06:52,PL123,45.3
ORD001898,2025-09-16 18:01,PL033,8
ORD001899,2025-09-16 10:21,PL032,52.9
ORD001900,2025-09-20 11:43,PL151,69.4
ORD001901,2025-09-21 11:15,PL171,63.1
ORD001902,2025-09-16 14:18,PL003,48.2
ORD001903,2025-09-20 17:58,PL142,41.6
ORD001904,2025-09-18 09:17,PL157,26
ORD001905,2025-09-21 19:50,PL023,18.3
ORD001906,2025-09-20 12:09,PL169,26
ORD001907,2025-09-20 11:15,PL167,23.7
ORD001908,2025-09-16 16:01,PL033,50.1
ORD001909,2025-09-21 20:33,PL094,48.3
ORD001910,2025-09-20 16:56,PL151,36.4
ORD001911,2025-09-15 15:16,PL065,69.8
ORD001912,2025-09-19 11:18,PL142,30.3
ORD001913,2025-09-17 21:25,PL070,70.3
ORD001914,2025-09-21 07:47,PL140,58.7
ORD001915,2025-09-21 20:15,PL045,14.6
ORD001916,2025-09-17 17:22,PL157,53.8
ORD001917,2025-09-18 17:15,PL101,66.6
ORD001918,2025-09-15 12:59,PL012,29.1
ORD001919,2025-09-20 21:33,PL023,48.4
ORD001920,2025-09-16 06:06,PL045,69.1
ORD001921,2025-09-19 19:29,PL127,5
ORD001922,2025-09-19 09:57,PL174,39.3
ORD001923,2025-09-15 20:48,PL032,37
ORD001924,2025-09-18 10:47,PL150,37
ORD001925,2025-09-18 22:22,PL050,13.1
ORD001926,2025-09-18 06:28,PL057,32.5
ORD001927,2025-09-15 21:24,PL060,37.8
ORD001928,2025-09-21 06:52,PL074,30.7
ORD001929,2025-09-19 14:44,PL096,9.3
ORD001930,2025-09-17 09:24,PL098,22.2
ORD001931,2025-09-18 14:56,PL167,70.1
ORD001932,2025-09-15 20:55,PL113,3.3
ORD001933,2025-09-19 14:00,PL088,48.9
ORD001934,2025-09-20 14:36,PL035,28.9
ORD001935,2025-09-21 16:55,PL060,20.9
ORD001936,2025-09-15 15:13,PL034,37.8
ORD001937,2025-09-17 12:27,PL054,33.1
ORD001938,2025-09-18 17:26,PL163,16.7
ORD001939,2025-09-20 08:56,PL159,59.6
ORD001940,2025-09-18 17:01,PL099,40.3
ORD001941,2025-09-20 13:13,PL082,54.5
ORD001942,2025-09-20 07:49,PL069,70.9
ORD001943,2025-09-16 07:49,PL086,57.2
ORD001944,2025-09-20 06:26,PL179,23.1
ORD001945,2025-09-16 22:39,PL146,23.9
ORD001946,2025-09-15 09:19,PL016,38.2
ORD001947,2025-09-17 21:27,PL113,7
ORD001948,2025-09-21 08:28,PL053,50.1
ORD001949,2025-09-16 15:04,PL052,29.6
ORD001950,2025-09-17 16:35,PL163,27
ORD001951,2025-09-20 17:11,PL028,37
ORD001952,2025-09-21 13:02,PL014,15.8
ORD001953,2025-09-21 16:40,PL074,6.2
ORD001954,2025-09-18 13:26,PL090,2.6
ORD001955,2025-09-17 22:47,PL003,61.5
ORD001956,2025-09-21 06:21,PL083,4.7
ORD001957,2025-09-21 15:47,PL038,2.7
ORD001958,2025-09-21 06:35,PL097,63.2
ORD001959,2025-09-17 21:26,PL095,12.4
ORD001960,2025-09-18 11:47,PL164,25
ORD001961,2025-09-21 14:08,PL033,41
ORD001962,2025-09-18 20:12,PL109,21.9
ORD001963,2025-09-17 15:44,PL162,32.5
ORD001964,2025-09-18 06:48,PL175,15.9
